Timestamp,Gender,Age,Whereabouts,Ethnic/Dialect Group,Language spoken most frequently at home:,Marital Status,Nationality,Religion,Sexual Orientation,Professional/Employment Status,Sector,Industry,"Income per annum (including bonuses, gross)",Present Highest Education Level,Intended Highest Education Level,"Economic Scale (Left-Right) [What is your Political Compass analysis? (Optional, but highly recommended)]","Social Scale (Up-Down) [What is your Political Compass analysis? (Optional, but highly recommended)]",On Abortion: It is morally right to terminate a pregnancy before normal childbirth.,On Euthanasia: It is the duty of doctors to keep people alive for as long as possible.,On LGBTQ: The LGBTQ should be given equal rights.,On Religion: Religion has no place in politics.,On Freedom of Speech: The Government should relax existing restrictions on freedom of speech.,On Ministerial Salary: Our ministers should be paid less than they are at the moment.,On Minimum Wage: There should be a minimal wage for all occupations.,MBTI 
1/1/2017 16:57,Male,17,Singapore,Malay,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Public,Other: Student,"Below $20,000",O level,Bachelor's Degree,,,3,3,5,6,6,4,5,ENFJ
1/1/2017 16:59,Male,26,Singapore,Cantonese,English,Single,Diplomat,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$80,000 - $99,999",Bachelor's Degree,Master's Degree,Strongly Right,Moderately Up,4,3,6,5,7,2,2,INFJ
1/1/2017 17:00,Male,24,Singapore,Javanese,Malay,Single,Singapore Citizen,Islam,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"Below $20,000",NITEC (including Higher and Master),Diploma,Slightly Left,Slightly Up,4,7,3,7,1,2,1,ISTP
1/1/2017 17:00,Male,20,Singapore,Hokkien,English,Attached,Singapore Citizen,No Religion,Homosexual (gay/lesbian),Salaried Employee,Public,Sciences / Laboratory / R&D,"Below $20,000",A level,Master's Degree,Moderately Left,Slightly Down,6,3,7,7,4,3,2,INTJ
1/1/2017 17:02,Male,20,Singapore,Hokkien,English,Attached,Singapore Citizen,Pastafarian,Heterosexual (straight),NSF,Not Applicable,Other: NSF,,High School Diploma,PhD,Moderately Right,Moderately Up,6,2,7,7,7,5,5,ENFP
1/1/2017 17:03,Male,20,Singapore,Hokkien,English,Single,Singapore PR (2nd Gen and above),No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Bachelor's Degree,Slightly Right,Slightly Up,4,4,4,7,5,4,6,INFP
1/1/2017 17:04,Male,17,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,PhD,Slightly Left,Slightly Up,3,5,5,5,6,7,7,INFP
1/1/2017 17:04,Male,18,Singapore,Hakka,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Bachelor's Degree,Slightly Right,Slightly Up,7,2,6,7,6,4,2,ENFP
1/1/2017 17:05,Male,18,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Diploma,PhD,Moderately Right,Slightly Up,5,6,4,5,3,5,6,INTP
1/1/2017 17:05,Male,30,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Public,Engineering,"$20,000 - $39,999",Bachelor's Degree,Master's Degree,Slightly Left,Slightly Up,2,4,1,2,4,2,5,ISTJ
1/1/2017 17:07,Female,17,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Public,Other: Student,"$40,000 - $59,999",O level,Bachelor's Degree,Moderately Left,Moderately Up,7,4,7,7,4,3,4,INTP
1/1/2017 17:08,Male,30,Singapore,Shanghainese,English,Married,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Unemployed and seeking employment,Not Applicable,Sciences / Laboratory / R&D,"$60,000 - $79,999",Master's Degree,PhD,Strongly Left,Moderately Up,5,5,4,3,2,3,5,ISTJ
1/1/2017 17:11,Male,24,Singapore,Cantonese,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,A level,Bachelor's Degree,Slightly Right,Moderately Up,7,6,6,4,6,7,5,INFP
1/1/2017 17:12,Male,34,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Self-employed,Private,Healthcare / Pharmaceutrical,"$100,000 - $199,999",Bachelor's Degree,Bachelor's Degree,Slightly Left,Slightly Up,4,4,6,6,4,2,2,
1/1/2017 17:12,Male,19,Singapore,Malay,Malay,Single,Singapore Citizen,It's complicated,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"$20,000 - $39,999",NITEC (including Higher and Master),Diploma,Strongly Left,Moderately Up,4,3,5,4,4,7,7,
1/1/2017 17:13,Male,17,Singapore,Malay,English,Single,Singapore Citizen,Islam,Homosexual (gay/lesbian),Student,Not Applicable,Other/Not Applicable,,O level,Master's Degree,,,6,7,7,7,5,2,7,
1/1/2017 17:13,Male,22,Singapore,Teochew,English,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Public,Engineering,"Below $20,000",Diploma,Bachelor's Degree,Slightly Right,Moderately Up,2,6,5,7,6,7,7,INTJ
1/1/2017 17:14,Male,19,Singapore,Malay,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"$100,000 - $199,999",NITEC (including Higher and Master),Diploma,Slightly Right,Slightly Up,5,4,6,6,6,6,7,INTJ
1/1/2017 17:14,Male,21,Singapore,Japanese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Master's Degree,Slightly Left,Moderately Up,5,3,5,7,5,4,4,INTJ
1/1/2017 17:14,Male,19,Singapore,Hainanese,English,To be attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",PSLE,Diploma,,,3,3,7,7,4,4,4,ESTP
1/1/2017 17:15,Female,19,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Homosexual (gay/lesbian),Student,Not Applicable,Other: Student,,O level,Diploma,,,7,3,7,7,5,3,5,INTJ
1/1/2017 17:16,Male,28,Singapore,Hokkien,English,Engaged,Singapore Citizen,Buddhism,Heterosexual (straight),Salaried Employee,Private,Food and Beverage,"$20,000 - $39,999",Bachelor's Degree,PhD,Slightly Left,Slightly Up,7,1,7,7,5,4,7,INFJ
1/1/2017 17:17,Male,19,Singapore,Malay,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"$100,000 - $199,999",NITEC (including Higher and Master),Diploma,Slightly Right,Slightly Up,5,4,6,6,6,6,7,INTJ
1/1/2017 17:17,Male,17,Singapore,Cantonese,English,Single,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Other: Student,,O level,Bachelor's Degree,,,7,4,7,7,4,4,5,ENFP
1/1/2017 17:18,Male,23,Singapore,Teochew,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Master's Degree,,,7,5,7,7,4,2,5,
1/1/2017 17:19,Male,24,Singapore,Hokkien,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Public,Healthcare / Pharmaceutrical,"$40,000 - $59,999",Bachelor's Degree,Master's Degree,Slightly Left,Slightly Down,1,2,2,3,3,4,3,ENTP
1/1/2017 17:20,Male,17,Singapore,Tamil,English,Single,Singapore Citizen,Hinduism,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Bachelor's Degree,Slightly Left,Slightly Up,5,3,7,4,4,2,7,INFP
1/1/2017 17:21,Male,19,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Engineering,"Below $20,000",O level,Bachelor's Degree,Moderately Right,Moderately Up,7,7,6,7,7,7,7,ENTJ
1/1/2017 17:22,Male,20,Singapore,Hokkien,English,Single,Singapore Citizen,Buddhism,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,PhD,Strongly Left,Strongly Down,5,3,6,7,7,7,7,INTJ
1/1/2017 17:25,Male,19,Singapore,Gujarati,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Information Technology,"Below $20,000",Diploma,PhD,Moderately Left,Slightly Down,7,1,7,7,4,5,7,INTJ
1/1/2017 17:26,Male,16,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Diploma,,,4,3,7,7,5,4,7,INFP
1/1/2017 17:28,Male,20,Singapore,Teochew,English,Single,Singapore Citizen,Taoism/Chinese Traditional Beliefs,Heterosexual (straight),NSF,Public,Other: NSF,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Slightly Down,1,1,7,7,3,3,5,ISTJ
1/1/2017 17:30,Male,17,Singapore,Javanese,English,Single,Singapore Citizen,Islam,Heterosexual (straight),Student,Public,Other: Student,"Below $20,000",O level,Diploma,,,,,,,,,,INTJ
1/1/2017 17:31,Male,18,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Demisexual,Student,Public,Sales / Retail,"Below $20,000",O level,Bachelor's Degree,Moderately Right,Moderately Up,6,3,7,7,7,6,3,
1/1/2017 17:31,Male,18,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Demisexual,Student,Public,Sales / Retail,"Below $20,000",O level,Bachelor's Degree,Moderately Right,Moderately Up,6,3,7,7,7,6,3,
1/1/2017 17:32,Male,17,Singapore,Cantonese and Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"$100,000 - $199,999",O level,Master's Degree,,,6,2,7,7,5,1,5,INFP
1/1/2017 17:33,Male,17,Singapore,Cantonese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"$160,000 - $179,999",O level,Master's Degree,Slightly Left,Slightly Up,7,1,7,7,7,4,4,ISTP
1/1/2017 17:33,Male,27,Singapore,Hokkien,Mandarin,Attached,Singapore PR (1st Gen),No Religion,Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,Moderately Right,Slightly Up,5,2,7,6,6,3,4,INTJ
1/1/2017 17:33,Female,31,Singapore,Hakka,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Unemployed and seeking employment,Not Applicable,Marketing / Public Relations,"$100,000 - $199,999",Bachelor's Degree,Master's Degree,Slightly Left,,7,7,7,7,5,7,5,
1/1/2017 17:34,Male,21,Singapore,Javanese,Malay,Single,Singapore Citizen,Islam,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,Moderately Left,Moderately Up,7,5,6,6,7,5,5,ISTP
1/1/2017 17:35,Male,27,Singapore,Korean,English,Engaged,Singapore Citizen,No Religion,Heterosexual (straight),Unemployed and seeking employment,Not Applicable,Other/Not Applicable,"Below $20,000",Bachelor's Degree,PhD,,,6,6,6,7,7,6,5,
1/1/2017 17:36,Female,22,Singapore,Hakka,,Single,Singapore Citizen,No Religion,Heterosexual (straight),Self-employed,Not Applicable,Information Technology,"Below $20,000",Bachelor's Degree,Master's Degree,Slightly Left,Slightly Up,,,,,,,,
1/1/2017 17:36,Male,23,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Bachelor's Degree,,,6,3,6,6,5,7,4,ENFP
1/1/2017 17:38,Male,23,Singapore,Teochew,English,Single,Singapore Citizen,Buddhism,Bisexual,Student,Not Applicable,Other: Student,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Moderately Down,7,3,5,7,7,7,3,ISFP
1/1/2017 17:39,Male,20,Singapore,Boyanese,Malay,Single,Singapore Citizen,Islam,Bisexual,Student,Not Applicable,Legal,"Below $20,000",A level,Master's Degree,Moderately Left,Slightly Up,5,5,7,7,5,3,6,ISFP
1/1/2017 17:40,Male,31,Singapore,Cantonese,English,Attached,Singapore Citizen,Buddhism,Heterosexual (straight),Salaried Employee,Public,Sciences / Laboratory / R&D,"$80,000 - $99,999",Master's Degree,Master's Degree,,,6,4,7,7,5,5,5,INTJ
1/1/2017 17:40,Male,24,Singapore,Hakka,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$20,000 - $39,999",A level,Bachelor's Degree,Slightly Right,Slightly Up,4,4,7,4,5,1,7,INFP
1/1/2017 17:42,Male,19,Singapore,Hokkien,English,Single,Singapore Citizen,Buddhism,Bisexual,Student,Not Applicable,Other: Student,"$200,000 and above",O level,Bachelor's Degree,Slightly Left,Slightly Down,7,2,6,6,7,4,4,ISTJ
1/1/2017 17:42,Male,28,Singapore,Telugu,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Legal,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,Slightly Left,Slightly Down,4,5,7,7,5,3,5,ISFP
1/1/2017 17:43,Male,38,Singapore,Cantonese,English,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Salaried Employee,Private,Travel / Tourism,"$60,000 - $79,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Slightly Up,7,3,7,7,7,7,7,ENTP
1/1/2017 17:44,Male,20,Singapore,Malay,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,,,7,4,7,7,7,4,5,ESFP
1/1/2017 17:45,Male,23,Singapore,Hakka,Mandarin,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Diploma,Bachelor's Degree,,,7,2,7,7,5,6,5,
1/1/2017 17:46,Male,28,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Information Technology,"$200,000 and above",Bachelor's Degree,Master's Degree,Slightly Left,Moderately Up,3,2,6,7,5,4,2,INFP
1/1/2017 17:47,Male,22,Singapore,Cantonese,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Engineering,"Below $20,000",A level,Master's Degree,,,7,2,5,6,5,7,5,
1/1/2017 17:52,Female,28,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Unemployed and seeking employment,Not Applicable,Other/Not Applicable,"$20,000 - $39,999",Bachelor's Degree,Master's Degree,Moderately Left,Moderately Up,5,3,6,6,6,6,6,INFP
1/1/2017 17:53,Male,25,Singapore,Teochew,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Public,Information Technology,"$20,000 - $39,999",Bachelor's Degree,Master's Degree,,,4,5,4,7,5,7,1,INTP
1/1/2017 17:55,Male,15,Singapore,Cantonese,English,Single,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Other: Student,,PSLE,Master's Degree,Moderately Left,,7,3,7,7,7,7,7,ESTP
1/1/2017 17:55,Male,18,Singapore,Hokkien,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Moderately Down,4,2,4,5,6,6,7,INTP
1/1/2017 17:56,Male,25,Singapore,Hakka,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other: Student,,A level,Bachelor's Degree,Moderately Left,Slightly Up,2,4,5,4,3,5,6,ESFJ
1/1/2017 17:57,Male,46,Singapore,Hokkien,English,Married,Singapore PR (1st Gen),No Religion,Heterosexual (straight),Self-employed,Private,Education & Training,"$140,000 - $159,999",PhD,PhD,Moderately Right,Moderately Up,1,2,7,7,7,6,3,ENTJ
1/1/2017 17:59,Male,24,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Slightly Up,5,5,7,7,5,5,5,INFP
1/1/2017 18:02,Male,32,Singapore,Hokkien,English,Separated,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Public,Marketing / Public Relations,"$40,000 - $59,999",Diploma,Bachelor's Degree,,,2,3,4,7,6,7,4,INTP
1/1/2017 18:02,Male,19,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Homosexual (gay/lesbian),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Moderately Up,6,4,7,7,6,5,6,INTJ
1/1/2017 18:03,Male,18,Singapore,Cantonese,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Slightly Up,4,3,6,7,3,2,4,INTJ
1/1/2017 18:03,Female,17,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,O level,Bachelor's Degree,,,5,1,7,7,7,7,7,ENFP
1/1/2017 18:03,Male,17,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"$80,000 - $99,999",O level,Bachelor's Degree,Moderately Left,Moderately Up,7,2,7,7,7,6,5,ENFP
1/1/2017 18:04,Male,20,Singapore,Hokkien,Mandarin,Attached,Singapore PR (2nd Gen and above),No Religion,Heterosexual (straight),Salaried Employee,Private,Food and Beverage,"$20,000 - $39,999",A level,Master's Degree,Moderately Left,,7,7,4,7,7,1,7,INTP
1/1/2017 18:04,Male,31,Singapore,Caucasian,English,Married,Foreigner (Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Private,Advertising / Media,"$160,000 - $179,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,,7,6,7,7,7,4,5,
1/1/2017 18:06,Female,17,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Buddhism,Bisexual,Student,Not Applicable,Other: Student,"Below $20,000",O level,Master's Degree,Slightly Left,Moderately Down,6,3,7,7,5,6,5,INFP
1/1/2017 18:07,Male,17,Singapore,Perenakan,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",N Level,Bachelor's Degree,Slightly Left,Slightly Up,4,1,7,6,7,6,5,ISTJ
1/1/2017 18:09,Male,24,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Other: Student,"Below $20,000",A level,Bachelor's Degree,,,7,2,7,7,6,4,3,ENTJ
1/1/2017 18:09,Male,28,Singapore,Teochew,English,Attached,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Information Technology,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,,,6,6,7,7,7,4,3,ESTP
1/1/2017 18:09,Male,29,Singapore,Malay,English,Married,Singapore Citizen,Islam,Heterosexual (straight),Salaried Employee,Public,Education & Training,"$40,000 - $59,999",Bachelor's Degree,Master's Degree,Slightly Right,Slightly Up,5,4,5,7,6,7,5,INFJ
1/1/2017 18:10,Male,34,"Overseas, working",Eurasian,English,Married,Foreigner (Non-Expatriate),No Religion,Bisexual,Salaried Employee,Private,Accounting / Auditing / Taxation,"$120,000 - $139,999",Bachelor's Degree,Master's Degree,Slightly Left,,7,1,7,7,6,7,4,
1/1/2017 18:11,Male,30,Singapore,Gujarati,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Advertising / Media,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Down,5,2,7,7,7,7,7,ENTP
1/1/2017 18:11,Female,22,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Other: Student,"Below $20,000",A level,Master's Degree,Moderately Left,Strongly Down,6,2,7,7,7,6,7,INFP
1/1/2017 18:12,Male,33,Singapore,Hokkien,Chinese/Indian dialect,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$40,000 - $59,999",Diploma,Diploma,,,7,5,7,7,3,5,6,
1/1/2017 18:13,Male,33,Singapore,Teochew,English,Married,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Self-employed,Not Applicable,Real Estate / Property Management,"$120,000 - $139,999",Bachelor's Degree,PhD,Moderately Right,Slightly Up,6,3,6,6,3,4,5,INTP
1/1/2017 18:13,Male,17,Singapore,Teochew,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"Below $20,000",O level,PhD,Moderately Left,Strongly Down,7,3,7,6,7,4,5,INTP
1/1/2017 18:14,Male,18,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,O level,Diploma,Slightly Right,Slightly Up,1,5,2,3,5,1,2,INTP
1/1/2017 18:14,Male,32,Singapore,Caucasian,English,Engaged,Foreigner (Expatriate),No Religion,Heterosexual (straight),Self-employed,Private,Legal,"$140,000 - $159,999",Bachelor's Degree,Master's Degree,Moderately Left,Moderately Down,7,1,7,7,7,4,7,ESTP
1/1/2017 18:14,Female,20,Singapore,Cantonese,Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Public,Other: Student,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Moderately Up,6,4,7,5,6,6,5,ISTJ
1/1/2017 18:15,Male,15,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Bisexual,Student,Public,Other: Student,"$40,000 - $59,999",PSLE,PhD,Slightly Left,Slightly Up,2,5,7,7,7,7,7,ISFP
1/1/2017 18:17,Male,16,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"Below $20,000",O level,Master's Degree,Slightly Right,Strongly Up,5,3,7,7,2,2,7,INFP
1/1/2017 18:18,Male,29,Singapore,Teochew,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Information Technology,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Up,7,6,7,7,6,5,4,INFP
1/1/2017 18:19,Male,20,Singapore,Cantonese,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),NSF,Public,Other: NSF,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Moderately Down,1,5,5,5,7,7,7,INFJ
1/1/2017 18:20,Male,23,Singapore,Cantonese,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Healthcare / Pharmaceutrical,,A level,Master's Degree,,,6,2,5,5,3,5,5,INTJ
1/1/2017 18:20,Male,27,Singapore,Hokkien,Mandarin,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Information Technology,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Down,6,4,7,7,6,7,5,INFP
1/1/2017 18:21,Female,19,Singapore,Cantonese,Mandarin,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Bachelor's Degree,Moderately Right,Moderately Up,7,4,4,7,4,4,7,ENFP
1/1/2017 18:21,Male,19,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Private,Human Resources,"Below $20,000",Diploma,Diploma,Slightly Left,,5,5,5,7,6,6,4,INTP
1/1/2017 18:26,Male,16,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Other: Student,"Below $20,000",PSLE,PhD,Moderately Left,Moderately Up,7,4,7,5,5,4,6,INFP
1/1/2017 18:26,Female,17,Singapore,Hokkien,Mandarin,Attached,Foreigner (Non-Expatriate),No Religion,Pansexual,Student,Not Applicable,Other/Not Applicable,,O level,PhD,Slightly Left,Slightly Up,7,3,7,7,7,4,6,INTP
1/1/2017 18:26,Male,21,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Master's Degree,Moderately Left,Moderately Down,5,3,7,6,5,4,4,ISTJ
1/1/2017 18:27,Male,30,"Overseas, working",Caucasian,English,Engaged,Foreigner (Non-Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Private,Information Technology,"$100,000 - $199,999",Master's Degree,Master's Degree,Moderately Right,Slightly Down,7,4,4,7,4,6,5,INTP
1/1/2017 18:27,Male,22,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Not Applicable,Engineering,"Below $20,000",Diploma,Bachelor's Degree,,,5,4,5,6,5,4,5,
1/1/2017 18:28,Male,19,Singapore,Malay,Malay,Single,Singapore Citizen,Islam,Bisexual,Student,Not Applicable,Other: Student,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Slightly Down,5,5,7,7,4,4,5,INFJ
1/1/2017 18:31,Male,15,Singapore,Malay,English,Single,Singapore Citizen,Islam,Heterosexual (straight),Student,Not Applicable,Other: Student,,PSLE,Master's Degree,,,2,4,7,7,7,4,5,
1/1/2017 18:32,Male,20,Singapore,Hokkien,English,Attached,Singapore Citizen,No Religion,Homosexual (gay/lesbian),NSF,Not Applicable,Other: NSF,,A level,Master's Degree,,,7,4,7,7,5,3,1,ENTJ
1/1/2017 18:35,Male,29,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Homosexual (gay/lesbian),Salaried Employee,Private,Information Technology,"$20,000 - $39,999",Bachelor's Degree,Bachelor's Degree,Slightly Left,,7,2,6,7,6,5,6,
1/1/2017 18:35,Male,21,Singapore,Cantonese,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),NSF,Public,Other: NSF,"Below $20,000",A level,Bachelor's Degree,Moderately Left,Moderately Up,5,3,,6,4,4,3,INTP
1/1/2017 18:38,Male,25,Singapore,Cantonese,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Travel / Tourism,"Below $20,000",Bachelor's Degree,Bachelor's Degree,Slightly Right,Slightly Down,2,2,5,6,3,4,4,ENFJ
1/1/2017 18:39,Male,23,Singapore,I'm just chinese,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Public,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Slightly Down,7,4,7,7,7,4,4,INTP
1/1/2017 18:39,Male,30,Singapore,Filipino,English,Married,Singapore PR (1st Gen),"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Information Technology,"$180,000 - $199,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Up,2,6,7,4,5,1,1,INTP
1/1/2017 18:42,Female,21,Singapore,Hainanese,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Education & Training,"Below $20,000",Diploma,Bachelor's Degree,Slightly Right,Slightly Down,1,5,2,1,3,5,6,ISFP
1/1/2017 18:43,Male,33,Singapore,Hokkien,English,Divorced,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$200,000 and above",Bachelor's Degree,Master's Degree,Slightly Left,Moderately Up,3,1,7,5,5,4,3,INTP
1/1/2017 18:45,Female,18,Singapore,Caucasian,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,,A level,Master's Degree,Moderately Left,Slightly Up,5,4,7,3,4,5,4,INTP
